indicador;infra;mes;origem;cp;regional;uf;municipio;psr;num_documento;dat_abertura;dat_fechamento;prazo_horas;status;cep;logradouro;nu_fachada;tipo_ordem;tecnico;gpon;cdo;celula;estacao;cod_encerramento;gra;cd_subscriber_hc;in_flag_indicador
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08328645;2026-02-04 00:39:52 UTC;2026-02-05 10:40:38 UTC;34;COMPLETED;26553490;RUA JUPITER;1000;FIBRA_INSTALACAO_ORDEM;TR818743;A0002CIAC;CDOE-25028;250;NIU;00;;800U600000PSXUDIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08423796;2026-02-11 14:27:51 UTC;2026-02-11 17:49:35 UTC;3;COMPLETED;26553490;RUA JUPITER;474;FIBRA_INSTALACAO_ORDEM;TR327756;A0002DFHX;CDOE-24803;248;NIU;00;;800U600000RCZWBIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08394294;2026-02-09 12:38:00 UTC;2026-02-09 16:19:56 UTC;3;COMPLETED;26553490;RUA JUPITER;105;FIBRA_INSTALACAO_ORDEM;TR532021;A0002D3II;CDOE-24704;247;NIU;00;;800U600000QJ1K5IAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08422270;2026-02-11 12:34:06 UTC;2026-02-11 16:24:35 UTC;3;COMPLETED;26553495;RUA AURELIA;915;FIBRA_INSTALACAO_ORDEM;TR817735;A0002DENP;CDOE-25015;250;NIU;00;;800U600000RBMJ6IAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08339787;2026-02-04 22:23:50 UTC;2026-02-05 12:36:37 UTC;14;COMPLETED;26553495;RUA AURELIA;742;FIBRA_INSTALACAO_ORDEM;TR818744;A0002CNJW;CDOE-25023;250;NIU;00;;800U600000Q3RCYIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08435211;2026-02-12 12:27:27 UTC;2026-02-12 14:38:11 UTC;2;COMPLETED;26553495;RUA AURELIA;398;FIBRA_INSTALACAO_ORDEM;TR327756;A0002DJU3;CDOE-24813;248;NIU;00;;800U600000RQLSEIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08447514;2026-02-13 12:41:23 UTC;2026-02-13 16:02:55 UTC;3;COMPLETED;26553500;RUA HENRIQUE LUSSACK;396;FIBRA_INSTALACAO_ORDEM;TR818755;A0002DP41;"";"";NIU;00;;800U600000RCVNFIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08425994;2026-02-11 17:27:05 UTC;2026-02-12 11:06:45 UTC;17;COMPLETED;26554100;RUA JATUBA;162;FIBRA_INSTALACAO_ORDEM;TR327756;A0002DGUZ;CDOE-27012;270;NIU;00;;800U600000RBHODIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08287356;2026-02-01 18:58:33 UTC;2026-02-07 10:24:14 UTC;135;COMPLETED;26554155;AVENIDA UNIAO;120;FIBRA_INSTALACAO_ORDEM;TR729549;A0002C947;CDOE-25323;253;NIU;00;;800U600000PL6A1IAK;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08383571;2026-02-08 11:50:18 UTC;2026-02-09 15:49:42 UTC;27;COMPLETED;26554155;AVENIDA UNIAO;86;FIBRA_INSTALACAO_ORDEM;TR818224;A0002D0MQ;CDOE-25323;253;NIU;00;;800U600000QEBSHIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08401521;2026-02-09 18:46:24 UTC;2026-02-10 11:51:53 UTC;17;COMPLETED;26554220;RUA SOARES COUTO;119;FIBRA_INSTALACAO_ORDEM;TR818746;A0002D6L6;CDOE-24202;242;NIU;00;;800U600000QO7Q4IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08309621;2026-02-02 18:33:21 UTC;2026-02-03 16:17:08 UTC;21;COMPLETED;26554220;RUA SOARES COUTO;211;FIBRA_INSTALACAO_ORDEM;TR729746;A0002CBWH;CDOE-24224;242;NIU;00;;800U600000PCF3VIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08397202;2026-02-09 14:42:31 UTC;2026-02-09 17:42:37 UTC;3;COMPLETED;26554640;TRAVESSA CAIMIRIM;388;FIBRA_INSTALACAO_ORDEM;TR729549;A0002D4JU;CDOE-26907;269;NIU;00;;800U600000QKKZWIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08325178;2026-02-03 18:16:34 UTC;2026-02-05 15:31:01 UTC;45;COMPLETED;26554780;RUA JOAO PILOTO;60;FIBRA_INSTALACAO_ORDEM;TR729549;A0002CH8K;CDOE-24209;242;NIU;00;;800U600000PPSBEIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08428812;2026-02-11 20:55:59 UTC;2026-02-12 10:01:43 UTC;13;COMPLETED;26556000;AVENIDA BRASIL;792;FIBRA_INSTALACAO_ORDEM;TR729549;A0002DI1L;CDOE-28317;283;NIU;00;;800U600000RJJOSIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08382062;2026-02-08 07:30:39 UTC;2026-02-09 10:47:23 UTC;27;COMPLETED;26556000;AVENIDA BRASIL;752;FIBRA_INSTALACAO_ORDEM;TR690769;A0002D0BS;CDOE-27807;278;NIU;00;;800U600000QDNXVIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08307932;2026-02-02 17:18:34 UTC;2026-02-03 13:14:02 UTC;19;COMPLETED;26556300;RUA MINAS GERAIS;896;FIBRA_INSTALACAO_ORDEM;TR818746;A0002CBCE;CDOE-28313;283;NIU;00;;800U600000PAL4HIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08320811;2026-02-03 14:35:47 UTC;2026-02-06 09:57:24 UTC;67;COMPLETED;26556320;RUA BELO HORIZONTE;83;FIBRA_INSTALACAO_ORDEM;TR818746;A0002CFBH;CDOE-27521;275;NIU;00;;800U600000PMNTHIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08301461;2026-02-02 11:50:16 UTC;2026-02-03 10:20:19 UTC;22;COMPLETED;26556440;RUA BAHIA;691;FIBRA_INSTALACAO_ORDEM;TR277054;A0002C8NR;CDOE-28330-TBD;283;NIU;00;;800U600000PX4R1IAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08320503;2026-02-03 14:16:59 UTC;2026-02-04 11:59:47 UTC;21;COMPLETED;26556480;RUA AURORA;756;FIBRA_INSTALACAO_ORDEM;TR729549;A0002CF5O;CDOE-25121;251;NIU;00;;800U600000PLTN1IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08339092;2026-02-04 21:04:22 UTC;2026-02-05 17:11:37 UTC;20;COMPLETED;26556480;RUA AURORA;1178;FIBRA_INSTALACAO_ORDEM;TR729549;A0002CNBU;CDOE-25321;253;NIU;00;;800U600000Q6BVTIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08415512;2026-02-10 18:03:32 UTC;2026-02-11 10:20:14 UTC;16;COMPLETED;26556480;RUA AURORA;110;FIBRA_INSTALACAO_ORDEM;TR818830;A0002DBVI;CDOE-25620;256;NIU;00;;800U600000R2JZVIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08395310;2026-02-09 13:26:25 UTC;2026-02-09 17:27:35 UTC;4;COMPLETED;26557610;RUA RIO GRANDE DO SUL;337;FIBRA_INSTALACAO_ORDEM;TR818744;A0002D3VE;CDOE-33727;337;NIU;00;;800U600000QKETSIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08331399;2026-02-04 12:48:23 UTC;2026-02-04 18:11:44 UTC;5;COMPLETED;26557620;RUA SANTA BRANCA;173;FIBRA_INSTALACAO_ORDEM;TR818743;A0002CJJ9;CDOE-33719;337;NIU;00;;800U600000PZIBQIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08301137;2026-02-02 11:32:04 UTC;2026-02-02 15:32:43 UTC;4;COMPLETED;26557700;RUA CASCATA;150;FIBRA_INSTALACAO_ORDEM;TR729549;A0002C8I5;CDOE-33722;337;NIU;00;;800U600000PWJPVIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08301132;2026-02-02 11:32:15 UTC;2026-02-02 15:29:01 UTC;3;COMPLETED;26557700;RUA CASCATA;150;FIBRA_INSTALACAO_ORDEM;TR818755;A0002C8I7;CDOE-33722;337;NIU;00;;800U600000PWLVNIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08288143;2026-02-01 18:09:22 UTC;2026-02-06 10:31:37 UTC;112;COMPLETED;26560500;RUA NESTOR;790;FIBRA_INSTALACAO_ORDEM;TR818743;A0002C5LA;CDOE-28418;284;NIU;00;;800U600000PLWTFIAK;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08336179;2026-02-04 17:52:46 UTC;2026-02-05 09:37:06 UTC;15;COMPLETED;26560510;RUA PROCOPIO;360;FIBRA_INSTALACAO_ORDEM;TR277054;A0002CM3J;CDOE-28723;287;NIU;00;;800U600000Q2FDJIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08336762;2026-02-04 18:27:22 UTC;2026-02-05 10:35:31 UTC;16;COMPLETED;26560510;RUA PROCOPIO;340;FIBRA_INSTALACAO_ORDEM;TR729549;A0002CMFH;CDOE-28723;287;NIU;00;;800U600000Q3GOGIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08421052;2026-02-11 10:57:39 UTC;2026-02-11 14:58:23 UTC;4;COMPLETED;26560543;RUA JOSEFINA;877;FIBRA_INSTALACAO_ORDEM;TR607693;A0002DDX0;CDOE-28630;286;NIU;00;;800U600000RBGKBIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08316169;2026-02-03 10:24:25 UTC;2026-02-04 12:14:38 UTC;25;COMPLETED;26562000;RUA GUIDO;642;FIBRA_INSTALACAO_ORDEM;TR277054;A0002CDIO;CDOE-29219;292;NIU;00;;800U600000PJQLXIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08426533;2026-02-11 18:05:37 UTC;2026-02-12 11:59:43 UTC;17;COMPLETED;26562050;RUA ANTONIO BORGES;383;FIBRA_INSTALACAO_ORDEM;TR690769;A0002DH68;CDOE-29215;292;NIU;00;;800U600000RGF5VIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08338885;2026-02-04 20:46:26 UTC;2026-02-05 11:13:32 UTC;14;COMPLETED;26562070;RUA LUCIANO;57;FIBRA_INSTALACAO_ORDEM;TR817735;A0002CN9P;CDOE-29306;293;NIU;00;;800U600000Q5VTJIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08414043;2026-02-10 16:19:57 UTC;2026-02-11 09:31:05 UTC;17;COMPLETED;26562080;RUA VERONICA;3;FIBRA_INSTALACAO_ORDEM;TR818755;A0002DAZE;CDOE-29319;293;NIU;00;;800U600000R0JXNIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08317578;2026-02-03 11:40:28 UTC;2026-02-04 18:41:52 UTC;31;COMPLETED;26562110;RUA LICINIO;243;FIBRA_INSTALACAO_ORDEM;TR729549;A0002CE1F;CDOE-29714;297;NIU;00;;800U600000PKQQWIA2;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08305429;2026-02-02 15:34:44 UTC;2026-02-03 09:57:46 UTC;18;COMPLETED;26562110;RUA LICINIO;279;FIBRA_INSTALACAO_ORDEM;TR818755;A0002CAG1;CDOE-29711;297;NIU;00;;800U600000PYFUHIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08288803;2026-02-01 17:29:35 UTC;2026-02-02 15:10:54 UTC;21;COMPLETED;26562230;RUA TAMBU;50;FIBRA_INSTALACAO_ORDEM;TR327756;A0002C5AO;CDOE-29624;296;NIU;00;;800U600000PMJEQIAO;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08343676;2026-02-05 10:17:09 UTC;2026-02-05 12:35:42 UTC;2;COMPLETED;26562290;RUA MARCO SCHNEIDER;60;FIBRA_INSTALACAO_ORDEM;TR396268;A0002CO9O;CDOE-29412;294;NIU;00;;800U600000QC1OQIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08342703;2026-02-05 09:03:23 UTC;2026-02-05 17:39:14 UTC;8;COMPLETED;26562330;RUA PAZ E AMOR;50;FIBRA_INSTALACAO_ORDEM;TR445229;A0002CNW6;CDOE-29801;298;NIU;00;;800U600000QAOTNIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08325168;2026-02-03 18:16:00 UTC;2026-02-07 09:38:55 UTC;87;COMPLETED;26564480;RUA HERMELINDA RAMOS;6;FIBRA_INSTALACAO_ORDEM;TR327756;A0002CH8C;CDOE-28925;289;NIU;00;;800U600000PQTNPIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08413308;2026-02-10 15:25:33 UTC;2026-02-11 12:54:07 UTC;21;COMPLETED;26570020;RUA MAURICIA BORGES;361;FIBRA_INSTALACAO_ORDEM;TR818744;A0002DAK0;CDOE-28925;289;NIU;00;;800U600000QZKIFIAE;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08318595;2026-02-03 12:39:58 UTC;2026-02-04 19:20:22 UTC;30;COMPLETED;26570040;RUA BARROS PEIXOTO;63;FIBRA_INSTALACAO_ORDEM;TR729549;A0002CEH1;CDOE-29014;290;NIU;00;;800U600000PKKRMIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08440375;2026-02-12 18:07:28 UTC;2026-02-13 11:41:02 UTC;17;COMPLETED;26570060;RUA VOLTAIRE;258;FIBRA_INSTALACAO_ORDEM;TR472736;A0002DMET;CDOE-111;1;NIU;00;;800U600000RSTRJIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08332898;2026-02-04 15:45:00 UTC;2026-02-05 09:55:48 UTC;18;COMPLETED;26570080;RUA JURACI;276;FIBRA_INSTALACAO_ORDEM;TR532021;A0002CKL3;CDOE-201;2;NIU;00;;800U600000Q0MVBIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08296336;2026-02-01 18:08:33 UTC;2026-02-02 17:31:02 UTC;23;COMPLETED;26570440;RUA JOSE CLEMENTE;11;FIBRA_INSTALACAO_ORDEM;TR277054;A0002C5L1;CDOE-332;3;NIU;00;;800U600000PSQ3SIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08303142;2026-02-02 13:29:22 UTC;2026-02-06 08:50:31 UTC;91;COMPLETED;26574000;RUA DONA PERPETUA;347;FIBRA_INSTALACAO_ORDEM;TR818830;A0002C9GN;CDOE-29104;291;NIU;00;;800U600000PXTEKIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08418779;2026-02-11 01:26:54 UTC;2026-02-11 14:27:18 UTC;13;COMPLETED;26574000;RUA DONA PERPETUA;612;FIBRA_INSTALACAO_ORDEM;TR817735;A0002DCZM;CDOE-29124;291;NIU;00;;800U600000R5TTTIAQ;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08443065;2026-02-12 22:12:16 UTC;2026-02-13 10:50:06 UTC;12;COMPLETED;26574000;RUA DONA PERPETUA;577;FIBRA_INSTALACAO_ORDEM;TR818755;A0002DNDY;CDOE-29124;291;NIU;00;;800U600000RWE03IAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08448308;2026-02-13 13:11:20 UTC;2026-02-13 17:47:27 UTC;4;COMPLETED;26574000;RUA PERPETUA;252;FIBRA_INSTALACAO_ORDEM;TR818830;A0002DPBD;"";"";NIU;00;;800U600000RCT6DIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08408362;2026-02-10 11:21:32 UTC;2026-02-10 13:59:18 UTC;2;COMPLETED;26574040;RUA JORGE;11;FIBRA_INSTALACAO_ORDEM;TR690769;A0002D8PG;CDOE-311;3;NIU;00;;800U600000QYRVVIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08374906;2026-02-07 11:22:16 UTC;2026-02-10 16:54:03 UTC;77;COMPLETED;26574050;RUA JOSINETE;95;FIBRA_INSTALACAO_ORDEM;TR532021;A0002CYNX;CDOE-305;3;NIU;00;;800U600000QZNG0IAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08281031;2026-01-30 15:37:08 UTC;2026-02-05 12:46:13 UTC;141;COMPLETED;26574060;RUA SOUZA FILHO;125;FIBRA_INSTALACAO_ORDEM;TR277054;A0002C1ID;CDOE-309;3;NIU;00;;800U600000PDTXQIAS;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08226943;2026-01-26 14:59:39 UTC;2026-02-06 20:06:34 UTC;269;COMPLETED;26574510;RUA MONACO;34;FIBRA_INSTALACAO_ORDEM;TR729549;A0002BG6E;CDOE-2211;22;NIU;00;;800U600000OJKH5IAK;NAO
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08313699;2026-02-03 00:41:54 UTC;2026-02-04 14:10:03 UTC;37;COMPLETED;26574520;RUA DIAS LEME;58;FIBRA_INSTALACAO_ORDEM;TR690769;A0002CCUF;CDOE-2212;22;NIU;00;;800U600000PFWWQIAU;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08346633;2026-02-05 13:04:42 UTC;2026-02-05 17:12:49 UTC;4;COMPLETED;26574550;RUA GEMINI;155;FIBRA_INSTALACAO_ORDEM;TR817735;A0002CPJ2;CDOE-2105;21;NIU;00;;800U600000QCXAFIAW;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08305460;2026-02-02 15:31:57 UTC;2026-02-02 18:22:26 UTC;2;COMPLETED;26574570;RUA RIBEIRA;253;FIBRA_INSTALACAO_ORDEM;TR818755;A0002CAF4;CDOE-2411;24;NIU;00;;800U600000PYXMLIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08421258;2026-02-11 11:13:18 UTC;2026-02-11 17:56:57 UTC;6;COMPLETED;26574690;AVENIDA DAS OLIVEIRAS;535;FIBRA_INSTALACAO_ORDEM;TR818754;A0002DE18;CDOE-1613;16;NIU;00;;800U600000R9SM4IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08312411;2026-02-02 21:33:03 UTC;2026-02-03 14:13:53 UTC;16;COMPLETED;26574700;RUA TRIPOLI;46;FIBRA_INSTALACAO_ORDEM;TR818744;A0002CCN9;CDOE-1602;16;NIU;00;;800U600000PFBPQIAI;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08322512;2026-02-03 15:35:05 UTC;2026-02-05 14:31:41 UTC;46;COMPLETED;26580020;RUA EGIDIO II;256;FIBRA_INSTALACAO_ORDEM;TR818755;A0002CFU9;CDOE-23202;232;NIU;00;;800U600000PMA8PIAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08310196;2026-02-02 18:59:13 UTC;2026-02-03 11:42:32 UTC;16;COMPLETED;26580050;RUA HIPOLITO;702;FIBRA_INSTALACAO_ORDEM;TR818744;A0002CC20;CDOE-23310;233;NIU;00;;800U600000PCWPJIAM;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08436649;2026-02-12 13:58:20 UTC;2026-02-12 16:39:04 UTC;2;COMPLETED;26580051;RUA HIPOLITO;437;FIBRA_INSTALACAO_ORDEM;TR818744;A0002DKGI;CDOE-22516;225;NIU;00;;800U600000RRBFRIA4;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08422521;2026-02-11 12:53:53 UTC;2026-02-12 17:40:29 UTC;28;COMPLETED;26580060;RUA VEREADOR CARLOS CARVALHO;960;FIBRA_INSTALACAO_ORDEM;TR327756;A0002DESE;CDOE-57001;570;NIU;00;;800U600000RC9YNIAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08347062;2026-02-05 13:25:34 UTC;2026-02-05 15:39:00 UTC;2;COMPLETED;26580060;RUA VEREADOR CARLOS CARVALHO;830;FIBRA_INSTALACAO_ORDEM;TR800506;A0002CPP2;CDOE-22505;225;NIU;00;;800U600000QDQE6IAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08406603;2026-02-10 09:12:11 UTC;2026-02-11 08:57:43 UTC;23;COMPLETED;26580060;RUA VEREADOR CARLOS CARVALHO;328;FIBRA_INSTALACAO_ORDEM;;A0002D7RH;CDOE-22918;229;NIU;;;800U600000QWVZUIAY;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08364402;2026-02-06 14:31:56 UTC;2026-02-07 09:41:18 UTC;19;COMPLETED;26580110;RUA EGIDIO;999;FIBRA_INSTALACAO_ORDEM;TR277054;A0002CVEK;CDOE-22811;228;NIU;00;;800U600000QPKY2IAC;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08371475;2026-02-06 22:22:38 UTC;2026-02-09 10:11:45 UTC;59;COMPLETED;26580130;RUA HERCILIA;1467;FIBRA_INSTALACAO_ORDEM;TR729549;A0002CXUI;CDOE-22324;223;NIU;00;;800U600000QUCABIAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08355787;2026-02-05 21:09:45 UTC;2026-02-06 10:37:31 UTC;13;COMPLETED;26580131;RUA HERCILIA;664;FIBRA_INSTALACAO_ORDEM;TR327756;A0002CSRV;CDOE-26523;265;NIU;00;;800U600000QJKQ0IAG;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08428052;2026-02-11 19:57:50 UTC;2026-02-12 11:18:30 UTC;15;COMPLETED;26580180;VILA HELOISA;85;FIBRA_INSTALACAO_ORDEM;TR729549;A0002DHTQ;CDOE-21319;213;NIU;00;;800U600000RIDNLIAK;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08347928;2026-02-05 13:58:34 UTC;2026-02-05 15:59:42 UTC;2;COMPLETED;26580220;RUA FAUSTO;776;FIBRA_INSTALACAO_ORDEM;TR445229;A0002CPY3;CDOE-23324;233;NIU;00;;800U600000QDZEHIAS;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08316473;2026-02-03 10:41:36 UTC;2026-02-03 13:11:04 UTC;2;COMPLETED;26580220;RUA FAUSTO;453;FIBRA_INSTALACAO_ORDEM;TR818744;A0002CDMR;CDOE-23308;233;NIU;00;;800U600000PK392IAA;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08342856;2026-02-05 09:15:10 UTC;2026-02-05 17:29:48 UTC;8;COMPLETED;26580290;RUA CAETANO MARTINS;232;FIBRA_INSTALACAO_ORDEM;TR277054;A0002CNY0;CDOE-23023;230;NIU;00;;800U600000QAKYWIA0;SIM
INSTALACAO NO PRAZO 96H;FTTH;2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;08325227;2026-02-03 18:20:40 UTC;2026-02-04 13:35:39 UTC;19;COMPLETED;26580360;RUA JOAO PETENA;122;FIBRA_INSTALACAO_ORDEM;TR277054;A0002CH9E;CDOE-21404;214;NIU;00;;800U600000PR3C5IAI;SIM
